Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
15620,Iridium Runners,PSTow,2008,Racing,SouthPeak Games,0.01,0.01,0.0,0.0,0.02
15621,Ben OneZero Omniverse Two,ThreeDS,2013,Action,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02
15622,Shounen Onmyouji Tsubasa Yoima Ten e Kaere,PSTow,2007,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
15623,Bakumatsu Renka Karyuu Kenshiden,PSTow,2007,Adventure,DThreePublisher,0.0,0.0,0.02,0.0,0.02
15625,Tiny Toon Adventures Wacky Stackers,GBA,2001,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.02
15626,Princess Frontier Portable,PSP,2011,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
15628,Touch Detective JP sales,DS,2006,Adventure,FiveZeroFive Games,0.0,0.0,0.02,0.0,0.02
15630,Emergency Mayhem,Wii,2008,Racing,Codemasters,0.02,0.0,0.0,0.0,0.02
15631,Rising Zan The Samurai Gunman,PS,1998,Action,Agetec,0.01,0.01,0.0,0.0,0.02
15632,MaiOtome Hime Otome Butou Shi,PSTow,2006,Fighting,Sunrise Interactive,0.0,0.0,0.02,0.0,0.02
15633,Robopon Two Cross Version,GBA,2001,Role Playing,Hudson Entertainment,0.01,0.0,0.0,0.0,0.02
15635,Ultimate Puzzle Games,GBA,2005,Puzzle,Telegames,0.01,0.0,0.0,0.0,0.02
15636,Combat Flight Simulator Three Battle for Europe,PC,2002,Simulation,Microsoft Game Studios,0.01,0.01,0.0,0.0,0.02
15637,Kimikare New Semester,PSP,2012,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
15638,Katekyoo Hitman Reborn Kindan no Yami no Delta,PSTow,2008,Action,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
15639,Haneru no Tobira Wii Girigirissu,Wii,2007,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
15640,RoboCop,XB,2003,Shooter,Titus,0.01,0.0,0.0,0.0,0.02
15641,Elminage II Sousei no Megami to Unmei no Daichi,PSP,2009,Role Playing,Starfish,0.0,0.0,0.02,0.0,0.02
15644,Grisaia no Rakuen Le Eden de la Grisaia,PSV,2014,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02
15645,Blazing Souls,PSTow,2006,Role Playing,Idea Factory,0.0,0.0,0.02,0.0,0.02
15646,Seinaru Kana Orichalcum no Na no Motoni,PSP,2012,Action,CyberFront,0.0,0.0,0.02,0.0,0.02
15648,PDC World Championship Darts TwoZeroZeroNine,Wii,2009,Sports,Oxygen Interactive,0.0,0.02,0.0,0.0,0.02
15651,Tail of the Sun,PS,1996,Role Playing,ArtDink,0.01,0.01,0.0,0.0,0.02
15652,Canada Hunt,Wii,2010,Sports,Virtual Play Games,0.02,0.0,0.0,0.0,0.02
15653,Space Channel Five Ulalas Cosmic Attack,GBA,2002,Misc,Atari,0.01,0.0,0.0,0.0,0.02
15654,Airline Tycoon,PC,2000,Simulation,Interplay,0.0,0.01,0.0,0.0,0.02
15655,Virtua Quest,PSTow,0,Role Playing,Unknown,0.01,0.01,0.0,0.0,0.02
15656,Disney Sports Basketball,GBA,2002,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02
15657,Bejeweled Blitz,PC,2010,Puzzle,Mastertronic,0.0,0.01,0.0,0.0,0.02
15658,Ozzy  Drix,GBA,2003,Platform,Midway Games,0.01,0.0,0.0,0.0,0.02
15659,Barnyard Blast Swine of the Night,DS,2008,Platform,Big Ben Interactive,0.02,0.0,0.0,0.0,0.02
15660,SBKZeroNine Superbike World Championship,PSThree,2009,Racing,Black Bean Games,0.0,0.01,0.0,0.0,0.02
15662,Yamasa Digi World SP Moeyo Kung Fu Shukujo,PSTow,2006,Misc,Yamasa Entertainment,0.0,0.0,0.02,0.0,0.02
15663,Nobunaga no Yabou Soutensoku with PowerUp Kit,PSP,2011,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
15665,Castle Shikigami Two,PSTow,2004,Shooter,Play It,0.01,0.01,0.0,0.0,0.02
15666,Wizardry Twin Pack,PSThree,2011,Role Playing,Acquire,0.0,0.0,0.02,0.0,0.02
15667,Rabbids Invasion The Interactive TV Show,PSFour,2014,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.02
15668,Moe Star Moeru Toudai Eigojuku,DS,2008,Misc,Mirai Shounen,0.0,0.0,0.02,0.0,0.02
15669,Gadget Racers PAL,PSTow,2002,Racing,Zoo Digital Publishing,0.0,0.0,0.02,0.0,0.02
15670,Pulse Racer,XB,2003,Racing,Jaleco,0.01,0.0,0.0,0.0,0.02
15672,Tegami Bachi Kokoro Tsumugu Mono e,PSP,2010,Role Playing,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
15673,NEVES,DS,2007,Puzzle,Ignition Entertainment,0.01,0.0,0.0,0.0,0.02
15674,Unreal Tournament TwoZeroZeroFour,PC,2004,Shooter,Atari,0.0,0.01,0.0,0.0,0.02
15676,Antiphona no Seikahime Tenshi no Gakufu OpA,PSP,2009,Role Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
15678,Spirits  Spells,GC,2003,Platform,Wanadoo,0.01,0.0,0.0,0.0,0.02
15679,TV Anime Idolmster Cinderella Girls GFourU Pack VolTwo,PSThree,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
15682,The Longest Journey,PC,1999,Adventure,Empire Interactive,0.0,0.01,0.0,0.0,0.02
15683,Eyeshield TwoOne Portable Edition,PSP,2006,Role Playing,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
15684,Stronghold Legends,PC,2006,Strategy,TakeTwo Interactive,0.0,0.01,0.0,0.0,0.02
15685,Kabushiki Baibai Trainer Kabutore Next,DS,2007,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
15686,Machi Unmei no Kousaten,PSP,2006,Adventure,ChunSoft,0.0,0.0,0.02,0.0,0.02
15687,Winning Post Eight TwoZeroOneSix,PSFour,2016,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
15688,Golden Nugget Casino DS,DS,2005,Misc,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02
15689,Machiing Maker Four,PSThree,2011,Strategy,DThreePublisher,0.0,0.0,0.02,0.0,0.02
15690,World Class Rugby Two Kokunai Gekitou Hen NineThree,SNES,1994,Sports,Misawa,0.0,0.0,0.02,0.0,0.02
15691,Pirates PlundArrr,Wii,2010,Action,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02
15693,Ketsui Death Label,DS,2008,Shooter,Arika,0.0,0.0,0.02,0.0,0.02
15694,Prince of Stride,PSV,2015,Adventure,Kadokawa Games,0.0,0.0,0.02,0.0,0.02
15696,SD Gundam Force,GBA,2004,Shooter,Namco Bandai Games,0.01,0.0,0.0,0.0,0.02
15697,Mechanic Master Two,DS,2010,Puzzle,Crave Entertainment,0.02,0.0,0.0,0.0,0.02
15698,Dungeons  The Dark Lord,PC,2011,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02
15700,Shonen Jumps YuGiOh GX Card Almanac,DS,0,Misc,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
15701,Hisshou PachinkoPachiSlot Kouryaku Series Vol Nine CR Fever Captain Harlock,PSTow,2007,Misc,DThreePublisher,0.0,0.0,0.02,0.0,0.02
15704,GA  Geijutsuka Art Design Class Slapstick Wonder Land,PSP,2010,Adventure,Russel,0.0,0.0,0.02,0.0,0.02
15705,Planetarian Chiisana Hoshi no Yume,PSP,2009,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02
15706,Roommate Asami Okusama wa Joshikousei,PSTow,2002,Adventure,Datam Polystar,0.0,0.0,0.02,0.0,0.02
15707,Cabbage Patch Kids The Patch Puppy Rescue,GBA,2007,Misc,DThreePublisher,0.01,0.0,0.0,0.0,0.02
15708,Sarah Keeper of the Unicorn,DS,2009,Adventure,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02
15709,Pirates Legend of the Black Buccaneer,PSTow,2006,Adventure,OneZeroTACLE Studios,0.01,0.01,0.0,0.0,0.02
15711,Post Mortem,PC,2003,Adventure,Microids,0.0,0.01,0.0,0.0,0.02
15712,Ultraman Star Chronicles,PSP,2013,Strategy,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
15713,Ginga Tetsudou NineNineNine DS,DS,2010,Adventure,Culture Brain,0.0,0.0,0.02,0.0,0.02
15714,TV Anime Idolmster Cinderella Girls GFourU Pack VolThree,PSThree,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
15715,Amagoushi no Yakata,PSTow,2007,Adventure,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02
15716,Aedis Eclipse Generation of Chaos,PSP,2006,Role Playing,Idea Factory,0.02,0.0,0.0,0.0,0.02
15717,This War of Mine,PSFour,2016,Action,Deep Silver,0.0,0.01,0.0,0.0,0.02
15718,Franklin A Birthday Surprise,PSTow,2006,Misc,Game Factory,0.01,0.01,0.0,0.0,0.02
15719,Nil Admirari no Tenbin Teito Genwaku Toukidan,PSV,2016,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
15721,Marvel Superheroes ThreeD Grandmasters Challenge,Wii,2010,Action,Neko Entertainment,0.0,0.01,0.0,0.0,0.02
15722,Suzunone Seven Rebirth Knot,PSTow,2010,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02
15724,Hanayaka Kana Ware ga Ichizoku Tasogare Polarstar,PSP,2013,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
15725,Zoids Dash,DS,2006,Role Playing,Tomy Corporation,0.0,0.0,0.02,0.0,0.02
15726,Digimon Rumble Arena,PS,2001,Fighting,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02
15727,Vitamin X Evolution Plus,PSP,2010,Adventure,DThreePublisher,0.0,0.0,0.02,0.0,0.02
15728,Disciples III Renaissance,PC,2010,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.02
15729,Revolution TwoFiveth Anniversary Collection,PC,2016,Adventure,Koch Media,0.0,0.02,0.0,0.0,0.02
15733,Super Speed Machines,DS,2009,Racing,Midas Interactive Entertainment,0.02,0.0,0.0,0.0,0.02
15734,Nano Diver,PSP,2011,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.02
15735,Elkrone no Atelier Dear for Otomate,PSP,2012,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
15736,DJ Star,DS,2009,Misc,Deep Silver,0.01,0.0,0.0,0.0,0.02
15737,Top Gear RPM Tuning,XB,2005,Racing,Wanadoo,0.01,0.0,0.0,0.0,0.02
15738,Cookie  Cream,DS,2007,Platform,FiveZeroFive Games,0.01,0.0,0.0,0.0,0.02
15739,Memories Off Yubikiri no Kioku,XThreeSixZero,2010,Adventure,Fivepb,0.0,0.0,0.02,0.0,0.02
15740,Otometeki Koi Kakumei  Love Revo DS,DS,2008,Adventure,GungHo,0.0,0.0,0.02,0.0,0.02
15741,Clue  Mouse Trap  Perfection  Aggravation,DS,2006,Misc,Unknown,0.02,0.0,0.0,0.0,0.02
15742,Football Manager TwoZeroZeroSeven,XThreeSixZero,0,Sports,Sega,0.0,0.01,0.0,0.0,0.02
15743,TV Anime Idolmster Cinderella Girls GFourU Pack VolFour,PSThree,2015,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
15744,Elven Legacy Collection,PC,2010,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.02
15746,Postman Pat Special Delivery Service,DS,2009,Misc,GSP,0.0,0.01,0.0,0.0,0.02
15747,Cross  Channel,PSP,2010,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02
15750,Kochira Katsushikaku Kameari Kouenmae Hashutsujo Machiteba Tengoku Makereba Jigoku Ryoutsuryuu Ikkakusenkin Daisakusen,DS,2010,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
15752,Abunai Koi no Sousa Shitsu,PSV,2015,Action,Asgard,0.0,0.0,0.02,0.0,0.02
15754,Lets Yoga,DS,2007,Misc,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
15755,Zero no Tsukaima Muma ga Tsumugu Yokaze no Nocturne,PSTow,2007,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
15756,Memories Off Yubikiri no Kikou,PSP,2011,Adventure,Fivepb,0.0,0.0,0.02,0.0,0.02
15757,LGS Shinsetsu Houshinengi,PSP,2012,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
15760,Hurry Up Hedgehog,DS,2009,Racing,OGames,0.02,0.0,0.0,0.0,0.02
15761,Hands On Tangrams,DS,2009,Puzzle,Storm City Games,0.02,0.0,0.0,0.0,0.02
15763,Discworld II Mortality Bytes,PS,1996,Adventure,Psygnosis,0.01,0.01,0.0,0.0,0.02
15764,One Piece Mansion,PS,2001,Action,Capcom,0.01,0.01,0.0,0.0,0.02
15765,Uchi no Three Shimai DS,DS,2008,Misc,Culture Brain,0.0,0.0,0.02,0.0,0.02
15767,Soul Eater Monotone Princess,Wii,2008,Action,Square Enix,0.0,0.0,0.02,0.0,0.02
15770,Still Life Two,PC,2009,Adventure,Rondomedia,0.0,0.01,0.0,0.0,0.02
15771,Metal Fight Beyblade Choujou Kessen Big Bang Bladers,DS,2010,Action,Hudson Soft,0.0,0.0,0.02,0.0,0.02
15772,Clock Zero Shuuen no Ichibyou  ExTime,PSV,2015,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
15773,Moujuutsukai to Oujisama,PSTow,2010,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
15774,Root Infinity Rexx,PSV,2015,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
15775,Cube,PSP,2007,Puzzle,DThreePublisher,0.02,0.0,0.0,0.0,0.02
15776,Shinseiki GPX Cyber Formula Road To The INFINITY Four,PSTow,2007,Racing,Sunrise Interactive,0.0,0.0,0.02,0.0,0.02
15777,Army Men Major Malfunction,XB,2006,Shooter,Global Star,0.01,0.0,0.0,0.0,0.02
15779,Sansuu Puzzle de Migaku Gakken Otona no Shikou Sense,DS,2007,Misc,Gakken,0.0,0.0,0.02,0.0,0.02
15781,Yoake Yori Ruriiro na Portable,PSP,2010,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
15782,Big Bass Fishing,PS,2002,Action,TakeTwo Interactive,0.0,0.0,0.02,0.0,0.02
15783,Reine des Fleurs,PSV,2015,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
15785,Densha de Go Shinkansen EX Sanyou Shinkansenhen,Wii,2007,Simulation,Taito,0.0,0.0,0.02,0.0,0.02
15786,Namco Museum FiveZeroth Anniversary JP sales,PSTow,2005,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
15787,Gummy Bears Magical Medallion,Wii,2011,Platform,Storm City Games,0.02,0.0,0.0,0.0,0.02
15789,Mana Khemia Two Ochita Gakuen to Renkinjutsushi Tachi Portable,PSP,2009,Role Playing,Gust,0.0,0.0,0.02,0.0,0.02
15791,Moshi Kono Sekai ni Kamisama ga Iru to suru Naraba,PSV,2016,Adventure,Unknown,0.0,0.0,0.02,0.0,0.02
15793,Chou Super Nep League DS,DS,2008,Sports,Jaleco,0.0,0.0,0.02,0.0,0.02
15794,Irritating Stick,PS,1998,Action,Saurus,0.01,0.01,0.0,0.0,0.02
15796,Kaleidoeve,PSV,2015,Adventure,HuneX,0.0,0.0,0.02,0.0,0.02
15801,Simple TwoZeroZeroZero Series Vol OneZeroFive The Maid Fuku to Kikanjuu,PSTow,2006,Action,DThreePublisher,0.0,0.0,0.02,0.0,0.02
15802,Davis Cup Tennis,GBA,2002,Sports,Ubisoft,0.01,0.0,0.0,0.0,0.02
15803,Pro Rally,GC,2002,Racing,Ubisoft,0.01,0.0,0.0,0.0,0.02
15805,Football Academy,DS,2009,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.02
15806,Kimi ni Todoke Sodateru Omoi,DS,2009,Adventure,Banpresto,0.0,0.0,0.02,0.0,0.02
15808,Lets Pilates,DS,2007,Misc,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02
15809,Memories Off Five Encore,PSTow,2007,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02
15810,Brave Story Boku no Kioku to Negai,DS,2006,Role Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
15811,Zombie Hunters Two,PSTow,2006,Action,Essential Games,0.0,0.0,0.02,0.0,0.02
15813,Custom Drive,PSP,2012,Action,DThreePublisher,0.0,0.0,0.02,0.0,0.02
15814,Ferrari The Race Experience,Wii,0,Racing,System Three Arcade Software,0.0,0.01,0.0,0.0,0.02
15815,Tsuyo Kiss Two Gakki Swift Love,PSTow,2009,Adventure,Revolution Japan,0.0,0.0,0.02,0.0,0.02
15816,Achtung Panzer Kharkov OneNineFourThree,PC,2010,Strategy,Mamba Games,0.0,0.01,0.0,0.0,0.02
15817,Konductra,DS,2006,Puzzle,OThree Entertainment,0.02,0.0,0.0,0.0,0.02
15820,Platypus,PSP,2006,Shooter,Funsta,0.02,0.0,0.0,0.0,0.02
15821,Command  Conquer Four Tiberian Twilight,PC,2010,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.02
15824,Farm Frenzy,PC,2008,Strategy,Mumbo Jumbo,0.01,0.0,0.0,0.0,0.02
15825,Ore wa Shoujo Mangaka,PSP,2012,Action,GizaOneZero,0.0,0.0,0.02,0.0,0.02
15826,Busou Renkin Youkoso Papillon Park e,PSTow,2007,Action,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02
15827,A Vampyre Story,PC,2008,Adventure,Crimson Cow,0.0,0.01,0.0,0.0,0.02
15829,Exhibition Volume Six,XB,2004,Misc,Microsoft Game Studios,0.01,0.0,0.0,0.0,0.02
15830,Oshiri Kajiri Mushi no Rhythm Lesson DS Kawai Ongaku Kyoushitsu Kanshuu,DS,2008,Misc,Sega,0.0,0.0,0.02,0.0,0.02
15831,The Haunted Hells Reach,PC,2011,Shooter,Visco,0.02,0.0,0.0,0.0,0.02
15832,Phoenix Wright Ace Attorney Trilogy,ThreeDS,2014,Adventure,Capcom,0.0,0.0,0.02,0.0,0.02
15833,Kuma no PoohSan OneZeroZero Acre no Mori no Cooking Book,DS,2011,Misc,Disney Interactive Studios,0.0,0.0,0.02,0.0,0.02
15834,LifeSigns Surgical Unit,DS,2005,Simulation,JoWood Productions,0.01,0.01,0.0,0.0,0.02
15835,I Love Horses Riders Paradise,Wii,2010,Simulation,Destineer,0.02,0.0,0.0,0.0,0.02
15836,Kao the Kangaroo Round Two,GC,2005,Platform,JoWood Productions,0.01,0.0,0.0,0.0,0.02
15837,Majesty Two Collection,PC,2011,Strategy,Paradox Interactive,0.0,0.01,0.0,0.0,0.02
15839,The Dark Hills of Cherai,PC,2009,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.02
15841,Zoey OneZeroOne Field Trip Fiasco,DS,2007,Action,THQ,0.02,0.0,0.0,0.0,0.02
15842,Dream C Club GoGo,PSThree,2014,Adventure,DThreePublisher,0.0,0.0,0.02,0.0,0.02
15843,Battle Spirits Heros Soul,PSP,2010,Role Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
15844,Usavichi Game no Jikan,DS,2011,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
15845,PachiSlot Higrashi no Naku Koro ni Matsuri,PSTow,2010,Misc,Alchemist,0.0,0.0,0.02,0.0,0.02
15846,Otona no Renai Shousetsu Harlequin Selection,DS,2010,Misc,Nintendo,0.0,0.0,0.02,0.0,0.02
15848,WLO Sekai Renai Kikousen,XThreeSixZero,2010,Adventure,Fivepb,0.0,0.0,0.02,0.0,0.02
15849,Psychedelica of the Black Butterfly,PSV,2015,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
15850,Final Fantasy XI AllInOne Pack TwoZeroZeroSix,XThreeSixZero,2006,Role Playing,Square Enix,0.0,0.0,0.02,0.0,0.02
15851,Joint Operations Combined Arms,PC,2009,Shooter,NovaLogic,0.01,0.0,0.0,0.0,0.02
15852,Poupee Girl DS Two Elegant Mint  Sweet Pink Style,DS,2010,Misc,Alvion,0.0,0.0,0.02,0.0,0.02
15854,Monster Trux Offroad,Wii,2007,Racing,Popcorn Arcade,0.01,0.0,0.0,0.0,0.02
15855,Assault Suit Leynos,PSFour,2016,Shooter,Rising Star Games,0.01,0.0,0.0,0.0,0.02
15856,Dragon Booster,DS,2005,Shooter,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02
15858,Drakensang The Dark Eye,PC,2009,Role Playing,Eidos Interactive,0.01,0.0,0.0,0.0,0.02
15859,Storm Lover Twond,PSP,2013,Misc,DThreePublisher,0.0,0.0,0.02,0.0,0.02
15860,Kadenz fermataAkkordfortissimo,PSV,2014,Adventure,Fivepb,0.0,0.0,0.02,0.0,0.02
15863,Contrast,PC,2013,Platform,Focus Home Interactive,0.0,0.01,0.0,0.0,0.02
15864,Arcana Famiglia Two,PSP,2013,Adventure,Comfort,0.0,0.0,0.02,0.0,0.02
15865,Taishou Moebius Line Vitable,PSV,2016,Adventure,dramatic create,0.0,0.0,0.02,0.0,0.02
15866,Gaist Crusher God,ThreeDS,2014,Action,Capcom,0.0,0.0,0.02,0.0,0.02
15867,Shinkyoku Soukai Polyphonica,PSTow,2007,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02
15869,San Goku Shi DS Two,DS,2007,Strategy,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
15870,Strongest Tokyo University Shogi DS,DS,1985,Action,Mycom,0.0,0.0,0.02,0.0,0.02
15871,Shin Sangoku Musou Online Souten Ranbu,PSThree,2010,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
15872,Elven Legacy,PC,2009,Strategy,Paradox Interactive,0.01,0.0,0.0,0.0,0.02
15874,Full House Kiss Two,PSTow,2006,Adventure,Capcom,0.0,0.0,0.02,0.0,0.02
15876,Thunder Force VI,PSTow,2008,Shooter,Sega,0.0,0.0,0.02,0.0,0.02
15879,Dinotopia The Sunstone Odyssey,GC,0,Action,Unknown,0.01,0.0,0.0,0.0,0.02
15880,Daito Giken Koushiki PachiSlot Simulator Ossu Misao  Maguro Densetsu Portable,PSP,2010,Misc,Paon,0.0,0.0,0.02,0.0,0.02
15882,PachiPara ThreeD,ThreeDS,2011,Misc,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02
15883,Command  Conquer Collection,PC,2003,Strategy,Electronic Arts,0.01,0.0,0.0,0.0,0.02
15884,Kiss Bell,PSV,2014,Adventure,Giga,0.0,0.0,0.02,0.0,0.02
15885,Earth Defense Force TwoZeroOneSeven old JP sales,XThreeSixZero,2006,Shooter,DThreePublisher,0.0,0.0,0.02,0.0,0.02
15886,Sengoku Hime Senran ni Mau Otometachi,PSTow,2009,Adventure,Yeti,0.0,0.0,0.02,0.0,0.02
15887,GTI Club Supermini Festa,Wii,2010,Racing,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02
15888,MuvLuv Double Pack,PSV,2016,Adventure,Fivepb,0.0,0.0,0.02,0.0,0.02
15889,Koihime Enbu,PSFour,2016,Fighting,Yeti,0.0,0.0,0.02,0.0,0.02
15891,Worldwide Soccer Manager TwoZeroZeroSix,PC,2004,Sports,Sega,0.0,0.01,0.0,0.0,0.02
15892,Sora no Otoshimono Forte Dreamy Season,DS,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
15895,Yuu Yuu Hakusho DS Ankoku Bujutsukai Hen,DS,2006,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.02
15896,Hiiro no Kakera Portable,PSP,2008,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
15899,Truck Racer,Wii,2009,Racing,Nordic Games,0.0,0.01,0.0,0.0,0.02
15900,The Sims Four Luxury Party Stuff,PC,2015,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.02
15901,Nogizaka Haruka no Himitsu Cosplay Hajime Mashita,PSTow,2008,Adventure,ASCII Media Works,0.0,0.0,0.02,0.0,0.02
15902,Triggerheart Exelica,DC,2007,Shooter,Warashi,0.0,0.0,0.02,0.0,0.02
15903,Jet Impulse,DS,0,Simulation,Nintendo,0.0,0.0,0.02,0.0,0.02
15904,Games Explosion,GBA,2006,Action,THQ,0.01,0.0,0.0,0.0,0.02
15905,Tennis no OjiSama Card Hunter,PSTow,2007,Strategy,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
15906,Portable Island Tenohira Resort,PSP,2006,Simulation,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
15907,Night Wizard the Video Game Denial of the World,PSTow,2008,Adventure,Fivepb,0.0,0.0,0.02,0.0,0.02
15908,Sengoku Efuda Yuugi Hototogisu Ran,PSP,2008,Misc,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02
15909,Tokyo Friend Park II DS,DS,2006,Misc,Rocket Company,0.0,0.0,0.02,0.0,0.02
15910,Saenai Kanojo no Sodatekata Blessing Flowers,PSV,2015,Action,Fivepb,0.0,0.0,0.02,0.0,0.02
15911,Adventure Time The Secret of the Nameless,ThreeDS,2014,Adventure,Little Orbit,0.01,0.0,0.0,0.0,0.02
15913,Shin Hisui no Shizuku Hiiro no Kakera Two Portable,PSP,2010,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
15914,Robopon Two Ring Version,GBA,2001,Role Playing,Hudson Entertainment,0.01,0.0,0.0,0.0,0.02
15915,Evil Genius,PC,2004,Strategy,Vivendi Games,0.0,0.01,0.0,0.0,0.02
15916,Dragon Tales Dragon Adventures,GBA,2003,Platform,NewKidCo,0.01,0.0,0.0,0.0,0.02
15917,Moe Moe Twoji Taisen Ryoku  Deluxe,PSP,2008,Adventure,System Soft,0.0,0.0,0.02,0.0,0.02
15918,Dream Dancer,DS,0,Misc,Unknown,0.01,0.0,0.0,0.0,0.02
15919,Powerbike,DS,2009,Racing,Majesco Entertainment,0.01,0.0,0.0,0.0,0.02
15920,Violet no Atelier Gramnad no Renkinjutsushi Two  Gunjou no Omoide,PSP,2011,Role Playing,Gust,0.0,0.0,0.02,0.0,0.02
15921,Magic Encyclopedia Moonlight,DS,2010,Misc,Foreign Media Games,0.0,0.01,0.0,0.0,0.02
15922,Rayman OneZeroth Anniversary,GBA,2005,Platform,Ubisoft,0.01,0.0,0.0,0.0,0.02
15923,Elminage II DS Remix Sousei no Megami to Unmai no Daichi,DS,2010,Role Playing,Starfish,0.0,0.0,0.02,0.0,0.02
15924,Online Chess Kingdoms,PSP,2006,Misc,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02
15925,Gaku  Ou The Royal Seven Stars,PSP,2012,Role Playing,Alchemist,0.0,0.0,0.02,0.0,0.02
15926,Pillars of Eternity,PC,2014,Role Playing,Paradox Interactive,0.0,0.01,0.0,0.0,0.02
15927,RollerCoaster Tycoon Gold Edition,PC,2002,Strategy,Infogrames,0.01,0.0,0.0,0.0,0.02
15928,Professional Farmer TwoZeroOneSix,PSFour,2015,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.02
15929,Storm Lover Kai,PSP,2012,Action,DThreePublisher,0.0,0.0,0.02,0.0,0.02
15930,Race Driver Create  Race,DS,2007,Racing,Codemasters,0.01,0.0,0.0,0.0,0.02
15931,Nurarihyon no Mago Hyakki Ryouran Taisen,PSThree,2011,Fighting,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
15932,Minna to Issho,PSV,2011,Misc,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02
